symbol-id;symbol-en;symbol-fi;category
570;communication_aid_techspeak_32;kommunikointilaite techspeak;apuvälineet
571;communication_board;kommunikointitaulu;apuvälineet
572;communication_book;kummunikointitaulusto;apuvälineet
573;communication_book_portable;kommunikointikansio;apuvälineet
574;communication_device;kommunikaatiolaite;apuvälineet
575;computer_1;tietokone;tekniikka tietokoneet
576;computer_2;tietokone;tekniikka tietokoneet
577;computer_art;tietokonegrafiikka;tekniikka tietokoneet
578;computer_cable;johto;tekniikka tietokoneet
579;computer_folder_open;kansio;tietotekniikka
580;computer_folder_open_,_to;avaa kansio;tietotekniikka
581;computer_game;tietokonepeli;tekniikka tietokoneet
582;computer_game_2;tietokonepeli;tekniikka tietokoneet
583;computer_keyboard;näppäimistö;tekniikka tietokoneet
584;computer_monitor;monitori;tekniikka tietokoneet
585;computer_mouse_1;hiiri;tietotekniikka
586;computer_mouse_2;hiiri;tekniikka tietokoneet
587;computer_programme;ohjelmisto;tekniikka tietokoneet
588;computer_speaker;kaiutin;tekniikka tietokoneet
589;concentrating_lady;keskittyä;ihmiset tunteet
590;concentrating_man;keskittyä;ihmiset tunteet
591;confused_lady;hämmentyä;ihmiset tunteet
592;confused_man;hämmentyä;ihmiset tunteet
593;conical_flask;sekoitusastia;ruoka välineet
594;connection;yhteys;tekniikka tietokoneet
595;cook_,_to;kokata;ruoka ruuanlaitto
596;cook_chef_1a;kokki;ihmiset ammatit
597;cook_chef_1b;kokki;ihmiset ammatit
598;cook_chef_2a;kokki;ihmiset ammatit
599;cook_chef_2b;kokki;ihmiset ammatit
600;cook_school_1a;koulun kokki;ihmiset ammatit
601;cook_school_1b;koulun kokki;ihmiset ammatit
602;cooker;liesi;ruoka välineet
603;cooking_oil;ruokaöljy;ruoka ainekset
604;copy;kopioida;tietotekniikka
605;corned_beef;säilykeliha;ruoka liha
606;corner_cabinet;kulmakaappi;rakennukset huonekalut
607;corner_cabinet_2;kulmakaappi;rakennukset huonekalut
608;cornet;tuutti;ruoka jälkiruuat ja herkut
609;cornflakes;aamiaismurot;ruoka viljatuotteet ja leivonta
610;correct;oikea;kuvaileva tila
611;correct_thought;oikein ajateltu;ihmiset kuvaileva
612;cot;pinnasänky;rakennukset huonekalut
613;cottage_cheese;raejuusto;ruoka maitotuotteet
614;cotton_bud;vanupuikko;terveys hoitotarvikkeet
615;counters;pelikolikot;talous
616;country_afghanistan;maa afganistan;maat kartat
617;country_alaska;maa alaska;maat kartat
618;country_albania;maa albania;maat kartat
619;country_alderney;maa alderney;maat kartat
620;country_algeria;maa algeria;maat kartat
621;country_american_samoa;maa amerikan samoa;maat kartat
622;country_andorra;maa andorra;maat kartat
623;country_angola;maa angola;maat kartat
624;country_anguilla;maa anguilla;maat kartat
625;country_antartica;etelämanner;maat kartat
626;country_antigua_barbuda;maa antigua ja barbuda;maat kartat
627;country_argentina;maa argentiina;maat kartat
628;country_armenia;maa armenia;maat kartat
629;country_aruba;maa aruba;maat kartat
630;country_austria;maa itävalta;maat kartat
631;country_azerbaijan;maa azerbaidzan;maat kartat
632;country_bahrain;maa bahrain;maat kartat
633;country_bangladesh;maa bangladesh;maat kartat
634;country_barbados;maa barbados;maat kartat
635;country_belarus;maa valko-venäjä;maat kartat
636;country_belgium;maa belgia;maat kartat
637;country_belize;maa belize;maat kartat
638;country_benin;maa benin;maat kartat
639;country_bermuda;maa bermuda;maat kartat
640;country_bhutan;maa bhutan;maat kartat
641;country_blank;maa tyhjä;maat kartat
642;country_bonaire;maa bonaire;maat kartat
643;country_bosnia_herzegovina;maa bosnia-hertsegovina;maat kartat
644;country_botswana;maa botswana;maat kartat
645;country_bulgaria;maa bulgaria;maat kartat
646;country_burkina_faso;maa burkina faso;maat kartat
647;country_burundi;maa burundi;maat kartat
648;country_cambodia;maa kambodza;maat kartat
649;country_cameroon;maa cameron;maat kartat
650;country_canada;maa kanada;maat kartat
651;country_canary_islands;maa kanariansaaret;maat kartat
652;country_cape_verde;maa kap verde;maat kartat
653;country_cayman_islands;maa caymansaaret;maat kartat
654;country_chad;maa tsad;maat kartat
655;country_chile;maa chile;maat kartat
656;country_china;maa kiina;maat kartat
657;country_colombia;maa kolumbia;maat kartat
658;country_comoros;maa komorit;maat kartat
659;country_congo_brazzaville;maa kongo-brazzaville;maat kartat
660;country_congo_kinshasa;maa kongon demokraattinen tasavalta;maat kartat
661;country_costa_rica;maa costa rica;maat kartat
662;country_croatia;maa kroatia;maat kartat
663;country_cuba;maa kuuba;maat kartat
664;country_cyprus;maa kypros;maat kartat
665;country_denmark;maa tanska;maat kartat
666;country_djbouti;maa djibouti;maat kartat
667;country_dominican_republic;maa dominikaaninen tasavalta;maat kartat
668;country_ecuador;maa ecuador;maat kartat
669;country_england;maa englanti;maat kartat
670;country_eritrea;maa eritrea;maat kartat
671;country_estonia;maa viro;maat kartat
672;country_ethiopia;maa etiopia;maat kartat
673;country_falkland_islands;maa falklandinsaaret;maat kartat
674;country_finland;maa suomi;maat kartat
675;country_france;maa ranska;maat kartat
676;country_gabon;maa gabon;maat kartat
677;country_georgia;maa georgia;maat kartat
678;country_germany;maa saksa;maat kartat
679;country_ghana;maa  ghana;maat kartat
680;country_gibraltar;maa gibraltar;maat kartat
681;country_greece;maa kreikka;maat kartat
682;country_greenland;maa grönlanti;maat kartat
683;country_grenada;maa grenada;maat kartat
684;country_guernsey;maa guernsey;maat kartat
685;country_guinea;maa guinea;maat kartat
686;country_guinea_bissau;maa guinea-bissau;maat kartat
687;country_guyana;maa guyana;maat kartat
688;country_haiti;maa haiti;maat kartat
689;country_hawaii;maa hawaiji;maat kartat
690;country_honduras;maa honduras;maat kartat
691;country_hong_kong;maa hong kong;maat kartat
692;country_hungary;maa unkari;maat kartat
693;country_iceland;maa islanti;maat kartat
694;country_india;maa intia;maat kartat
695;country_indonesia;maa indonesia;maat kartat
696;country_iran;maa iran;maat kartat
697;country_iraq;maa irak;maat kartat
698;country_ireland;maa irlanti;maat kartat
699;country_isle_of_man;maa mansaari;maat kartat
700;country_israel;maa israel;maat kartat
701;country_italy;maa italia;maat kartat
702;country_ivory_coast;maa norsunluurannikko;maat kartat
703;country_jamaica;maa jamaica;maat kartat
704;country_japan;maa japani;maat kartat
705;country_jersey;maa jersey;maat kartat
706;country_jordan;maa jordania;maat kartat
707;country_kazakhstan;maa kazakstan;maat kartat
708;country_kenya;maa kenia;maat kartat
709;country_kosovo;maa kosovo;maat kartat
710;country_kuwait;maa kuwait;maat kartat
711;country_kyrgyzstan;maa kirgisia;maat kartat
712;country_laos;maa laos;maat kartat
713;country_latvia;maa latvia;maat kartat
714;country_lebanon;maa libanon;maat kartat
715;country_lesotho;maa lesotho;maat kartat
716;country_liberia;maa liberia;maat kartat
717;country_libya;maa libya;maat kartat
718;country_liechtenstein;maa liechtenstein;maat kartat
719;country_lithuania;maa liettua;maat kartat
720;country_luxembourg;maa luxemburg;maat kartat
721;country_macedonia;maa pohjois-makedonia;maat kartat
722;country_madagascar;maa madagaskar;maat kartat
723;country_malaysia;maa malesia;maat kartat
724;country_maldives;maa malediivit;maat kartat
725;country_mali;maa mali;maat kartat
726;country_marshall_islands;maa marshallinsaaret;maat kartat
727;country_mauritania;maa mauritania;maat kartat
728;country_mauritius;maa mauritius;maat kartat
729;country_moldova;maa moldova;maat kartat
730;country_monaco;maa monaco;maat kartat
731;country_mongolia;maa mongolia;maat kartat
732;country_morocco;maa marokko;maat kartat
733;country_namibia;maa namibia;maat kartat
734;country_nauru;maa nauru;maat kartat
735;country_nepal;maa nepal;maat kartat
736;country_new_caledonia;maa uusi-kaledonia;maat kartat
737;country_new_zealand;maa uusi-seelanti;maat kartat
738;country_niger;maa niger;maat kartat
739;country_nigeria;maa nigeria;maat kartat
740;country_niue;maa niue;maat kartat
741;country_north_korea;maa pohjois-korea;maat kartat
742;country_northern_cyprus;maa pohjois-kypros;maat kartat
743;country_norway;maa norja;maat kartat
744;country_oman;maa oman;maat kartat
745;country_pakistan;maa pakistan;maat kartat
746;country_palau;maa palau;maat kartat
747;country_palestine;maa palestiina;maat kartat
748;country_panama;maa panama;maat kartat
749;country_papua_new_guinea;maa papua-uusi-guinea;maat kartat
750;country_paraguay;maa paraguay;maat kartat
751;country_pitcairn_islands;maa pitcairnsaaret;maat kartat
752;country_qatar;maa qatar;maat kartat
753;country_romania;maa romania;maat kartat
754;country_russian_federation;maa venäjä;maat kartat
755;country_rwanda;maa ruanda;maat kartat
756;country_samoa;maa samoa;maat kartat
757;country_sao_tome_principe;maa sao tome ja principe;maat kartat
758;country_saudi_arabia;maa saudi-arabia;maat kartat
759;country_scotland;maa skotlanti;maat kartat
760;country_senegal;maa senegal;maat kartat
761;country_seychelles;maa seychellit;maat kartat
762;country_sierra_leone;maa sierra leone;maat kartat
763;country_singapore;maa singapore;maat kartat
764;country_slovenia;maa slovenia;maat kartat
765;country_solomon_islands;maa salomonsaaret;maat kartat
766;country_somalia;maa somalia;maat kartat
767;country_somaliland;maa somalimaa;maat kartat
768;country_south_africa;maa etelä-afrikka;maat kartat
769;country_south_korea;maa etelä-korea;maat kartat
770;country_sri_lanka;maa sri lanka;maat kartat
771;country_st._kitts_and_nevis;maa saint kitts ja nevis;maat kartat
772;country_st_vincent_grenadines;maa saint vincent ja grenadiinit;maat kartat
773;country_suriname;maa surinam;maat kartat
774;country_sweden;maa ruotsi;maat kartat
775;country_switzerland;maa sveitsi;maat kartat
776;country_syria;maa syyria;maat kartat
777;country_taiwan;maa taiwan;maat kartat
778;country_tanzania;maa tansania;maat kartat
779;country_thailand;maa thaimaa;maat kartat
780;country_the_azores;maa azorit;maat kartat
781;country_the_bahamas;maa bahama;maat kartat
782;country_the_czech_republic;maa tsekki;maat kartat
783;country_the_faroe_islands;maa färsaaret;maat kartat
784;country_the_gambia;maa gambia;maat kartat
785;country_the_netherlands;maa alankomaat;maat kartat
786;country_the_sudan;maa sudan;maat kartat
787;country_togo;maa togo;maat kartat
788;country_trinidad_and_tobago;maa trinidad ja tobago;maat kartat
789;country_tunisia;maa tunisia;maat kartat
790;country_turkey;maa turkki;maat kartat
791;country_ukraine;maa ukraina;maat kartat
792;country_united_arab_emirates;maa arabiemiirikunnat;maat kartat
793;country_united_kingdom;maa yhdistyneet kuningaskunnat;maat kartat
794;country_united_states;maa usa;maat kartat
795;country_uzbekistan;maa uzbekistan;maat kartat
796;country_vanuatu;maa vanuatu;maat kartat
797;country_venezuela;maa venezuela;maat kartat
798;country_viet_nam;maa vietnam;maat kartat
799;country_wakes_island;maa wake;maat kartat
800;country_wales;maa wales;maat kartat
801;country_western_sahara;maa länsi-sahara;maat kartat
802;country_yemen;maa jemen;maat kartat
803;country_zambia;maa sambia;maat kartat
804;courgette;kesäkurpitsa;ruoka vihannekset ja salaatit
805;cover_food_,_to;peittää ruoka;ruoka ruuanlaitto
806;cow;lehmä;eläimet nisäkkäät
807;cow_shed;lato;eläimet elinympäristö
808;crab;rapu;eläimet äyriäiset ja nilviäiset
809;cracker;paukkukaramelli;juhlat välineet
810;craft_table;askartelupöytä;taide
811;cranberries;karpalo;ruoka hedelmät
812;cranberry_juice;karpalomehu;juomat
813;crane;nosturi;työkalut työpaja
814;crane_fly;hyttynen;eläimet hämähäkit ja hyönteiset
815;crayon;värikynä;työ ja koulu
816;cream;kerma;ruoka maitotuotteet
817;cream_2;kermavaahto;ruoka maitotuotteet
818;cream_ointment;hoitovoide;terveys hoitotarvikkeet
819;creme_fraiche;creme fraiche;ruoka maitotuotteet
820;cricket;heinäsirkka;urheilu
821;cricket_2;sirkka;eläimet hämähäkit ja hyönteiset
822;cricket_ball;krikettipallo;urheilu urheiluvälineet
823;cricket_bowler;kriketinpelaaja;urheilu
824;crisp_bread;näkkileipä;ruoka annokset
825;crisps;sipsit;ruoka annokset
826;crisps_cheese_puffs;juustonaksut;ruoka annokset
827;crocodile;krokotiili;eläimet matelijat
828;crocodile_2;krokotiili;eläimet matelijat
829;croissant;kroissantti;ruoka viljatuotteet ja leivonta
830;crooked;kiero;kuvaileva muoto
831;cross;risti;uskonto yleiset
832;cross_palm;ristipuu;uskonto yleiset
833;crown;kruunu;vaatteet muut
834;crown_of_thorns;orjantappurakruunu;uskonto yleiset
835;crucifixion;ristiinnaulitseminen;uskonto juhlapäivä
836;cruiser;risteilijä;liikenne vesiliikenne
837;crunchy;rapea;ruoka ruokailu
838;crush_,_to;murskata;ruoka ruuanlaitto
839;crush_garlic_,_to;valkosipulin murskaus;ruoka ruuanlaitto
840;crutches;kainalosauvat;terveys sairaalatarvikkeet
841;crutches_1;kainalosauvat;terveys sairaalatarvikkeet
842;cucumber;kurkku;ruoka vihannekset ja salaatit
843;cup_non_spill;nokkamuki;ruoka ruokailu
844;cupboard;kaappi;rakennukset huonekalut
845;curly;kiharainen;kuvaileva muoto
846;curly_hair;kiharat hiukset;ihmiset kuvaileva
847;currants;herukat;ruoka hedelmät
848;curry;curry;ruoka annokset
849;curtains;verhot;rakennukset tarvikkeet
850;cushion_2;sohvatyyny;rakennukset huonekalut
851;cut;leikata;terveys terveydentila
852;cut_and_paste;leikkaa ja liimaa;taide
853;cycle_,_to;pyöräillä;urheilu
854;cycle_helmet;pyöräilykypärä;vaatteet urheilu
855;cymbals_hand;symbaalit;musiikki instrumentit
856;d;d;aakkoset
857;d_-_lower_case;d;aakkoset
858;dad_parent;isä;ihmiset suhteet
859;daffodil;narsissi;kasvit ja puut
860;dairy_products;meijerituotteet;ruoka maitotuotteet
861;daisy;päivänkakkara;kasvit ja puut
862;danish_pastry;viineri;ruoka viljatuotteet ja leivonta
863;darts;tikat;vapaa-aika pelit
864;date;vuorokausi;kuvaileva aika
865;dates;taatelit;ruoka hedelmät
866;daughter;tytär;ihmiset suhteet
867;day;päivä;kuvaileva aika
868;dead;kuollut;kuvaileva tila
869;dead_plant;kuollut kasvi;kasvit ja puut
870;decorate_cake_,_to;kuorrutttaa;ruoka ruuanlaitto
871;decorate_tree_,_to;koristella;juhlat tapahtumat
872;deep;syvä;kuvaileva määrä
873;deep_fat_fryer;friteerauskeitin;ruoka välineet
874;deer;peura;eläimet nisäkkäät
875;delicious_drink;herkullinen juoma;ruoka ruokailu
876;delicious_food;herkullinen ruoka;ruoka ruokailu
877;delivery_person_1a;postinjakaja;ihmiset ammatit
878;delivery_person_1b;varastomies;ihmiset ammatit
879;delivery_person_2a;varastomies;ihmiset ammatit
880;delivery_person_2b;varastomies;ihmiset ammatit
881;delivery_trolley;nokkakärryt;työkalut työpaja
882;dental_floss;hammaslanka;terveys hoitotarvikkeet
883;dentist_1a;hammaslääkäri;ihmiset ammatit
884;dentist_1b;hammaslääkäri;ihmiset ammatit
885;dentist_2a;hammaslääkäri;ihmiset ammatit
886;dentist_2b;hammaslääkäri;ihmiset ammatit
887;deodorant;deodorantti;terveys hoitotarvikkeet
888;deodorant_spray;deodorantti;terveys hoitotarvikkeet
889;desiring_lady;halukas;ihmiset tunteet
890;desiring_man;halukas;ihmiset tunteet
891;desk;pöytä;rakennukset huonekalut
892;dessert;jälkiruoka;ruoka jälkiruuat ja herkut
893;dessert_menu;jälkiruokalista;ruoka annokset
894;diamond;ruutu;kuvaileva muoto
895;dice_,_to;kuutioida;ruoka ruuanlaitto
896;dictionary;sanakirja;työ ja koulu
897;dining_table;ruokapöytä;rakennukset huonekalut
898;dinner;ateria;ruoka ruokailu
899;dinner_2_people;ruokailu 2 ihmistä;ruoka ruokailu
900;dinner_3_people;ruokailu 3 ihmistä;ruoka ruokailu
901;dinner_cold;kylmä ateria;ruoka annokset
902;dinner_hot;kuuma ateria;ruoka ruokailu
903;dinner_lady_1a;keittäjä;ihmiset ammatit
904;dinner_lady_1b;keittäjä;ihmiset ammatit
905;dinner_time;päivällisaika;kuvaileva aika
906;dinner_time_1;päivällisaika;kuvaileva aika
907;dinosaur;dinosaurus;vapaa-aika lelut
908;dip_food_,_to;dipata;ruoka ruuanlaitto
909;dirty;likainen;kuvaileva tila
910;dirty_dishes;likaiset astiat;ruoka välineet
911;disabled_sign;invalidi-merkki;apuvälineet merkit
912;disabled_toilet;invavessa;rakennukset julkiset
913;disgusted_lady;inhottava;ihmiset tunteet
914;disgusted_man;inhottava;ihmiset tunteet
915;dish;kulho;ruoka välineet
916;dish_cloth;astiapyyhe;ruoka välineet
917;dish_partitioned;lautanen;ruoka ruokailu
918;dishes;tiskit;ruoka välineet
919;dishwasher;tiskikone;rakennukset laitteet
920;dishwasher_powder;tiskiaine;rakennukset tarvikkeet
921;dive_2_,_to;uimahyppy;urheilu
922;divide;jakomerkki;numerot laskutoimitukset
923;doctor_1a;lääkäri;ihmiset ammatit
924;doctor_1b;lääkäri;ihmiset ammatit
925;doctor_2a;lääkäri;ihmiset ammatit
926;doctor_2b;lääkäri;ihmiset ammatit
927;dog;koira;eläimet nisäkkäät
928;dog_basket;koirankori;eläimet elinympäristö
929;dog_bed;koiranpeti;eläimet elinympäristö
930;dog_biscuits;koirankeksi;eläimet ruokinta
931;dog_chew;puruluu;eläimet ruokinta
932;dog_coat;koiran takki;eläimet eläintenhoito
933;dog_food;koiranruoka;eläimet ruokinta
934;dog_kennel;koirankoppi;eläimet elinympäristö
935;doidy_cup;muki;ruoka ruokailu
936;doll;nukke;vapaa-aika lelut
937;dolphin;delfiini;eläimet kalat ja merenelävät
938;donkey;aasi;eläimet nisäkkäät
939;door;ovi;rakennukset rakenne
940;door_2;ovi;rakennukset rakenne
941;double_bed;parisänky;rakennukset huonekalut
942;doughnut;munkki;ruoka viljatuotteet ja leivonta
943;dove;kyyhkynen;eläimet linnut
944;down;alas;kuvaileva suunta
945;download;tiedoston lataus;tietotekniikka
946;dragonfly;sudenkorento;eläimet hämähäkit ja hyönteiset
947;draining_board;tiskiallas;rakennukset huonekalut
948;drama;näytelmä;työ ja koulu
949;drama_class;esiintymistaito;työ ja koulu
950;drawer;lipasto;rakennukset huonekalut
951;drawing_pin;nasta;työ ja koulu
952;dress;mekko;vaatteet muut
953;dresser;lipasto;rakennukset huonekalut
954;dressing_gown;aamutakki;vaatteet muut
955;dressing_table;kampauspöytä;rakennukset huonekalut
956;dribble_football_,_to;jalkapallo harhautus;urheilu
957;drill_bit;poranterä;työkalut työpaja
958;drill_electric;sähköpora;työkalut työpaja
959;drink;juoma;juomat
960;drink_,_to;juoda;juomat juominen
961;drink_cold;kylmä juoma;juomat kuvaileva
962;drink_cold_2;kylmä juoma;juomat kuvaileva
963;drink_consistency_firm_spoon;juomalusikka;ruoka ruokailu
964;drink_consistency_honey_cup;juomalusikka;ruoka ruokailu
965;drink_consistency_juice_straw;juomalusikka;ruoka ruokailu
966;drink_hot;kuuma juoma;juomat kuvaileva
967;drink_hot_2;kuuma juoma;juomat kuvaileva
968;drink_large;iso juoma;juomat astiat ja määrät
969;drink_medium;keskikokoinen juoma;juomat astiat ja määrät
970;drink_small;pieni juoma;juomat astiat ja määrät
971;drinks;juomat;juomat kuvaileva
972;dropper_pipette;pipetti;tiede
973;drum;rumpu;musiikki instrumentit
974;drumsticks;rumpukapulat;vapaa-aika lelut
975;dry;kuiva;kuvaileva tila
976;dry_face_,_to;kuivata;terveys hoitotoimet
977;dry_hair_,_to;hiusten kuivaus;terveys hoitotoimet
978;dry_hair_2_,_to;hiusten kuivaus;terveys hoitotoimet
979;dry_hands_,_to;käsien kuivaus;terveys hoitotoimet
980;dry_hands_2_,_to;käsien kuivaus;terveys hoitotoimet
981;duck;sorsa;eläimet linnut
982;dumper_truck;kippiauto;liikenne tieliikenne
983;dust_,_to;pölynpyyhintä;rakennukset kotityöt
984;dvd_player;dvd soitin;tekniikka media
985;dvd_player_portable;dvd soitin;tekniikka media
986;dysphagia_cup;dysfagia-muki;ruoka ruokailu
987;dysphagia_cup_2;dysfagia-muki;ruoka ruokailu
988;dysphagia_cup_3;dysfagia-muki;ruoka ruokailu
989;e;e;aakkoset
990;e_-_lower_case;e;aakkoset
991;ear;korva;terveys kehonosat
992;ear_muffs;korvaläpät;vaatteet muut
993;earrings;korvakorut;vaatteet korut
994;earth;maa;tiede tähtitiede
995;earth_crust;maapallon kuori;tiede
996;earth_inner_core;sisäydin;tiede
997;earth_mantle;vaippa;tiede
998;earth_outer_core;ulkoydin;tiede
999;earths_atmosphere;ilmakehä;tiede tähtitiede
1000;earthworm;kastemato;eläimet muut selkärangattomat
1001;earwig;pihtihäntäinen;eläimet hämähäkit ja hyönteiset
1002;east;itä;kuvaileva suunta
1003;easter_egg;pääsiäismuna;juhlat välineet
1004;easter_egg_hunt;pääsiäismunan metsästys;juhlat tapahtumat
1005;egg;kananmuna;ruoka kananmunat
1006;egg_boiled;keitetty kananmuna;ruoka kananmunat
1007;egg_cup;munakuppi;ruoka välineet
1008;egg_fried;paistettu kananmuna;ruoka kananmunat
1009;egg_on_toast;kananmunaleipä;ruoka kananmunat
1010;egg_white;valkuainen;ruoka kananmunat
1011;egg_yolk;keltuainen;ruoka kananmunat
1012;eggs;kananmunat;ruoka kananmunat
1013;eggs_scrambled;munakokkeli;ruoka kananmunat
1014;eight;kahdeksan;numerot
1015;eight_dots;kahdeksan pistettä;numerot
1016;eighteen;kahdeksantoista;numerot
1017;eighth;kahdeksasosa;kuvaileva määrä
1018;eighty;kahdeksankymmentä;numerot
1019;either;kumpikaan;kuvaileva määrä
1020;elbow;kyynärpää;terveys kehonosat
1021;elearning;e-oppiminen;tekniikka tietokoneet
1022;elephant;elefantti;eläimet nisäkkäät
1023;eleven;yksitoista;numerot
1024;elf;tonttu;juhlat välineet
1025;emagazine;sähköinen lehti;tekniikka tietokoneet
1026;email;sähköposti;tietotekniikka
1027;email_attachment;sähköpostin liite;tietotekniikka
1028;email_send_,_to;lähettää sähköposti;tietotekniikka
1029;emery_board;viila;terveys hoitotarvikkeet
1030;empty;tyhjä;kuvaileva määrä
1031;energy_monitor;sähkömittari;tekniikka muut
1032;engine;moottori;liikenne tieliikenne
1033;english;äidinkieli;työ ja koulu
1034;english_class;äidinkielen tunti;työ ja koulu
1035;enough;tarpeeksi;kuvaileva määrä
1036;enter_,_to;mennä sisään;kuvaileva suunta
1037;enter_door_,_to;tulla sisään;ihmiset toiminta
1038;envelope;kirjekuori;työ ja koulu
1039;escalator;liukuportaat;rakennukset rakenne
1040;even;tasaisesti;kuvaileva muoto
1041;every;jokainen;kuvaileva määrä
1042;excited_lady;innostunut;ihmiset tunteet
1043;excited_man;innostunut;ihmiset tunteet
1044;exercise_,_to;harjoitella;urheilu
1045;exit_,_to;poistua;kuvaileva suunta
1046;exit_door_,_to;poistua;ihmiset toiminta
1047;extension_lead;jatkojohto;tekniikka muut
1048;extra;ylimääräinen;kuvaileva määrä
1049;extra_2;ylimääräinen;kuvaileva määrä
1050;extra_large;erittäin suuri;kuvaileva määrä
1051;eye;silmä;terveys kehonosat
1052;eye_drops;silmätipat;terveys sairaalatarvikkeet
1053;eye_shadow;luomiväri;terveys hoitotarvikkeet
1054;eyebrow;kulmakarva;terveys kehonosat
1055;eyebrow_bushy;tuuheat kulmakarvat;terveys kehonosat
1056;eyebrow_pencil;kulmakynä;terveys hoitotarvikkeet
1057;eyelash;ripset;terveys kehonosat
1058;eyelash_curler;ripsentaivutin;terveys hoitotarvikkeet
1059;eyes;silmät;terveys kehonosat
1060;eyes_blue;siniset silmät;terveys kehonosat
1061;eyes_brown;ruskeat silmät;terveys kehonosat
1062;eyes_closed;silmät kiinni;ihmiset kuvaileva
1063;eyes_green;vihreät silmät;terveys kehonosat
1064;f;f;aakkoset
1065;f_-_lower_case;f;aakkoset
1066;fabric;kangas;tiede
1067;face_neutral_3;kasvot;ihmiset tunteet
1068;fairy;haltia;juhlat välineet
1069;family;perhe;ihmiset suhteet
1070;family_2;perhe;ihmiset suhteet
1071;fancy;hieno;kuvaileva tila
1072;fangs;torahampaat;eläimet ominaisuudet
1073;farmer_1a;viljelijä;ihmiset ammatit
1074;farmer_1b;viljelijä;ihmiset ammatit
1075;farmer_2a;viljelijä;ihmiset ammatit
1076;farmer_2b;viljelijä;ihmiset ammatit
1077;fast_2;nopea;kuvaileva määrä
1078;fat;lihava;ihmiset kuvaileva
1079;father_christmas;joulupukki;juhlat välineet
1080;father_christmas_sack;joulupukin lahjasäkki;juhlat välineet
1081;fats;rasvat;ruoka ruokavalio
1082;fats_high;korkearasvainen;ruoka ruokavalio
1083;fats_low;vähärasvainen;ruoka ruokavalio
1084;favourite;suosikki;kuvaileva määrä
1085;fax_machine;faksi;tekniikka muut
1086;feather;höyhen;eläimet ominaisuudet
1087;features_facial;kasvon ominaisuudet;terveys kehonosat
1088;feed_cat_,_to;ruokkia kissa;eläimet ruokinta
1089;feed_dog_,_to;ruokkia koira;eläimet ruokinta
1090;feet;jalat;terveys kehonosat
1091;felt_tips;huopakynät;työ ja koulu
1092;female_body;keho;terveys kehonosat
1093;female_side;profiili;ihmiset tunteet
1094;fennel;fenkoli;ruoka vihannekset ja salaatit
1095;ferret;fretti;eläimet nisäkkäät
1096;ferry;autolautta;liikenne vesiliikenne
1097;fibre_optic_lamp;valokuitulamppu;vapaa-aika lelut
1098;field;pelto;rakennukset puutarha ja maatila
1099;fifteen;viisitoista;numerot
1100;fifty;viisikymmentä;numerot
1101;fifty_percent;puolet;kuvaileva määrä
1102;fig;viikuna;ruoka hedelmät
1103;file;viila;työkalut työpaja
1104;file_nails_,_to;viilata kynnet;terveys hoitotoimet
1105;filing_cabinet;arkistokaappi;rakennukset huonekalut
1106;filter_paper;suodatinpaperi;tiede
1107;fin;evä;eläimet ominaisuudet
1108;finger;sormi;terveys kehonosat
1109;finger_painting;sormivärit;taide
1110;finger_puppet;sorminukke;vapaa-aika lelut
1111;fingernail;kynsi;terveys kehonosat
1112;fingernails;kynnet;terveys kehonosat
1113;fingers;sormet;terveys kehonosat
1114;finish;loppua;kuvaileva suunta
1115;fir_tree;kuusi;kasvit ja puut
1116;fire;tuli;kuvaileva tila
1117;fire_engine;paloauto;liikenne tieliikenne
1118;fire_helmet;palokypärä;vaatteet muut
1119;fire_hose;vesiletku;työkalut työpaja
1120;fireplace;takka;rakennukset rakenne
1121;fireworks;ilotulitteet;juhlat välineet
1122;fireworks_2;ilotulitteet;juhlat välineet
1123;first;ensimmäinen;kuvaileva sijainti
1124;first_2;ensimmäinen;kuvaileva sijainti
1125;first_aid_box;ensiapulaukku;terveys sairaalatarvikkeet
1126;first_base;ensimmäinen pesä;urheilu urheiluvälineet
1127;fish;kala;eläimet kalat ja merenelävät
1128;fish_,_to;kalastaa;urheilu
1129;fish_and_chips;paistettua kalaa ja ranskalaiset;ruoka annokset
1130;fish_battered;leivitetty kala;ruoka annokset
1131;fish_burger;kalahampurilainen;ruoka annokset
1132;fish_deep_fried;uppopaistettua kalaa;ruoka annokset
1133;fish_food;kalanruoka;eläimet ruokinta
1134;fish_koi_carp;karppi;eläimet kalat ja merenelävät
1135;fish_tank;akvaario;eläimet elinympäristö
1136;fish_tropical;kala;eläimet kalat ja merenelävät
1137;fist;nyrkki;terveys kehonosat
1138;five;viisi;numerot
1139;five_dots;viisi pistettä;numerot
1140;flag_aboriginal_peoples;australian alkuasukkaiden lippu;maat liput
1141;flag_abu_dhabi_-_uae;abu dhabin lippu, arabiemiraatit;maat liput
1142;flag_afghanistan;afganistanin lippu;maat liput
1143;flag_african_union;afrikan unionin lippu;maat liput
1144;flag_ajman_dubia_-_uae;ajman dubian lippu, arabiemiraatit;maat liput
1145;flag_aland_islands_-_finland;ahvenanmaan lippu;maat liput
1146;flag_alaska;alaskan lippu;maat liput
1147;flag_albania;albanian lippu;maat liput
1148;flag_alderney;alderneyn lippu;maat liput
1149;flag_algeria;aalgerian lippu;maat liput
1150;flag_american_samoa;amerikan samoan lippu;maat liput
1151;flag_andorra;andorran lippu;maat liput
